selection_rank,selection_score,selection_band,compiler_action,record_class,source_note_status,selection_flags,country_risk_level,country_risk_score,primary_chapter_country,countries,sort_date,display_date,volume_date_scope,document_type,title,subject_or_context,priority_or_release_status,source_score,page_count_or_range,themes_or_topics,same_date_diary_backup_count,nearby_high_priority_print_lead_count,nearby_high_priority_print_leads,nearby_private_records_14_days,nearby_public_statement_count_7_days,source_series,source_folder_or_title,source_note,provenance_note,pdf_url,catalog_or_details_url,page_link,record_id
675,85,Secondary print/context lead,Use to fill country chronology gaps or support annotation after high-priority leads are checked.,Print-candidate lead,FRUS-style ready,ocr_lead_verify_page_image,Medium,32,Uruguay,Uruguay,1989-05-11,"May 11, 1989",Volume date range,Memorandum,Alerting NSCS on Presidential,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR",Medium,60,48,presidential diplomacy,,,,"+2d 1989-05-13 - Memorandum of Telephone Conversation; +2d 1989-05-13 - Memorandum of Telephone Conversation",,Latin American Directorate Chronological Files,"June 1, 1989-June 30, 1989 [1]","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00301, CF00301-016, June 1, 1989-June 30, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-016.pdf,https://catalog.archives.gov/id/470766433,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-016.pdf#page=48,chronological-print-470766433-48-memorandum
676,85,Secondary print/context lead,Use to fill country chronology gaps or support annotation after high-priority leads are checked.,Print-candidate lead,FRUS-style ready,ocr_lead_verify_page_image,Medium,32,Uruguay,Uruguay,1989-05-11,"May 11, 1989",Volume date range,Memorandum,Alerting NSCS on Presidential,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR",Medium,60,118,presidential diplomacy,,,,"+2d 1989-05-13 - Memorandum of Telephone Conversation; +2d 1989-05-13 - Memorandum of Telephone Conversation",,Latin American Affairs Directorate Subject Files,"Uruguay - January 20, 1989-December 31, 1989","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-016, Uruguay - January 20, 1989-December 31, 1989. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-016.pdf,https://catalog.archives.gov/id/470766531,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-016.pdf#page=118,subject-print-470766531-118-memorandum
677,85,Secondary print/context lead,Use to fill country chronology gaps or support annotation after high-priority leads are checked.,Print-candidate lead,FRUS-style ready,ocr_lead_verify_page_image,Medium,32,Uruguay,Uruguay,1989-05-13,"May 13, 1989",Volume date range,Memorandum of Conversation,The President’s Telephone Conversation with,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR",Medium,60,25,presidential diplomacy,,,,"+0d 1989-05-13 - Memorandum of Telephone Conversation; +0d 1989-05-13 - Memorandum of Telephone Conversation",,Latin American Directorate Chronological Files,"May 1, 1989-May 15, 1989 [1]","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00301, CF00301-010, May 1, 1989-May 15, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-010.pdf,https://catalog.archives.gov/id/470766427,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-010.pdf#page=25,chronological-print-470766427-25-memorandum-of-conversation
678,85,Secondary print/context lead,Use to fill country chronology gaps or support annotation after high-priority leads are checked.,Print-candidate lead,FRUS-style ready,ocr_lead_verify_page_image,Medium,32,Uruguay,Uruguay,1989-05-13,"May 13, 1989",Volume date range,Memorandum of Conversation,The President’s Telephone Conversation with,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR",Medium,60,137,presidential diplomacy,,,,"+0d 1989-05-13 - Memorandum of Telephone Conversation; +0d 1989-05-13 - Memorandum of Telephone Conversation",,Latin American Affairs Directorate Subject Files,"Uruguay - January 20, 1989-December 31, 1989","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-016, Uruguay - January 20, 1989-December 31, 1989. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-016.pdf,https://catalog.archives.gov/id/470766531,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-016.pdf#page=137,subject-print-470766531-137-memorandum-of-conversation
679,85,Secondary print/context lead,Use to fill country chronology gaps or support annotation after high-priority leads are checked.,Print-candidate lead,FRUS-style ready,ocr_lead_verify_page_image,Medium,32,Uruguay,Uruguay,1989-06-21,"June 21, 1989",Volume date range,Memorandum,Presidential Letter to Uruguayan President,"memorandum form; Presidential or NSC principals; debt and economy, presidential diplomacy; document text visible in OCR",Medium,60,116,"debt and economy; presidential diplomacy",,,,,,Latin American Affairs Directorate Subject Files,"Uruguay - January 20, 1989-December 31, 1989","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-016, Uruguay - January 20, 1989-December 31, 1989. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-016.pdf,https://catalog.archives.gov/id/470766531,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-016.pdf#page=116,subject-print-470766531-116-memorandum
680,85,Secondary print/context lead,Use to fill country chronology gaps or support annotation after high-priority leads are checked.,Print-candidate lead,FRUS-style ready,ocr_lead_verify_page_image,Medium,32,Uruguay,Uruguay,1989-06-21,"June 21, 1989",Volume date range,Memorandum,Presidential Letter to Uruguayan President:,"memorandum form; Presidential or NSC principals; debt and economy, presidential diplomacy, ussr/cuba; document text visible in OCR",Medium,60,46,"debt and economy; presidential diplomacy; ussr/cuba",,,,,,Latin American Directorate Chronological Files,"June 1, 1989-June 30, 1989 [1]","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00301, CF00301-016, June 1, 1989-June 30, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-016.pdf,https://catalog.archives.gov/id/470766433,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-016.pdf#page=46,chronological-print-470766433-46-memorandum
681,85,Secondary print/context lead,Use to fill country chronology gaps or support annotation after high-priority leads are checked.,Print-candidate lead,FRUS-style ready,ocr_lead_verify_page_image,Monitor,26,Argentina,Argentina,1989-05-04,5/4/89,Volume date range,Memorandum,For the Record,"memorandum form; Presidential or NSC principals; presidential diplomacy; identified on withdrawal sheet",Medium,60,2,presidential diplomacy,,,,+9d 1989-05-13 - Memorandum of Telephone Conversation,,Latin American Affairs Directorate Subject Files,"Argentina - January 20, 1989-December 31, 1989 [4]","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-008, Argentina - January 20, 1989-December 31, 1989 [4]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-008.pdf,https://catalog.archives.gov/id/470766481,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-008.pdf#page=2,subject-print-470766481-2-02
682,85,Private record - context,"Evaluate for print or annotation, using nearby leads and public statements as surrounding context.",Declassified memcon/telcon,FRUS-style ready,,Monitor,26,Argentina,Argentina,1990-03-01,1990-03-01,Volume date range,Telcon,Memorandum of Telephone Conversation,"Telephone conversation with President Carlos Menem of Argentina, March 1, 1990",Full,,4,"Latin America; South America; Argentina; Bush Library Memcons and Telcons; Telcon",2,0,,,1,Presidential Telcon Files,"Presidential Telcon Files; [Memorandum of Telephone Conversations (Telcons) - January 1990-July 1990]: March 1990","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1990-July 1990]: March 1990. Declassified.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 3/1/1990; Type Telcon; Participants Menem, Carlos; Country Argentina; Release Status Full; NAID 428080601. Priority collection for volume compilation: Latin American Directorate Chronological Files, NAID 2197972, https://catalog.archives.gov/id/2197972. National Archives Catalog item: Telephone conversation with President Carlos Menem of Argentina, March 1, 1990, NAID 428080601. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Telcon Files, NAID 321498139. File unit: [Memorandum of Telephone Conversations (Telcons) - January 1990-July 1990]: March 1990, NAID 325592642. Digital object: 1990-03-01--Menem.pdf, object ID 428080602, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-03-01--Menem.pdf. Access restriction: Unrestricted.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-03-01--Menem.pdf,https://catalog.archives.gov/id/428080601,,bush-library-428080601
683,85,Private record - context,"Evaluate for print or annotation, using nearby leads and public statements as surrounding context.",Declassified memcon/telcon,FRUS-style ready,,Monitor,26,Argentina,Argentina,1991-02-08,1991-02-08,Volume date range,Telcon,Memorandum of Telephone Conversation,"Telephone Conversation with President Carlos Menem of Argentina, February 8, 1991",Full,,4,"Latin America; South America; Argentina; Bush Library Memcons and Telcons; Telcon",2,0,,,1,Presidential Telcon Files,"Presidential Telcon Files; [Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]: February 1991 [1]","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]: February 1991 [1]. Declassified.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 2/8/1991; Type Telcon; Participants Menem, Carlos; Country Argentina; Release Status Full; NAID 428081437. Priority collection for volume compilation: Latin American Directorate Chronological Files, NAID 2197972, https://catalog.archives.gov/id/2197972. National Archives Catalog item: Telephone Conversation with President Carlos Menem of Argentina, February 8, 1991, NAID 428081437. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Telcon Files, NAID 321498139. File unit: [Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]: February 1991 [1], NAID 325592654. Digital object: 1991-02-08--Menem.pdf, object ID 428081438, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-02-08--Menem.pdf. Access restriction: Unrestricted.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-02-08--Menem.pdf,https://catalog.archives.gov/id/428081437,,bush-library-428081437
684,85,Private record - context,"Evaluate for print or annotation, using nearby leads and public statements as surrounding context.",Declassified memcon/telcon,FRUS-style ready,,Monitor,26,Argentina,Argentina,1991-08-20,1991-08-20,Volume date range,Telcon,Memorandum of Telephone Conversation,"Telcon with President Carlos Menem of Argentina on August 20, 1991",Full,,3,"Latin America; South America; Argentina; Bush Library Memcons and Telcons; Telcon",2,0,,,1,Presidential Telcon Files,"Presidential Telcon Files; [Memorandum of Telephone Conversations (Telcons) - May 1991-December 1991]: August 1991","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - May 1991-December 1991]: August 1991. Declassified.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 8/20/1991; Type Telcon; Participants Menem, Carlos; Country Argentina; Release Status Full; NAID 428081839. Priority collection for volume compilation: Latin American Directorate Chronological Files, NAID 2197972, https://catalog.archives.gov/id/2197972. National Archives Catalog item: Telcon with President Carlos Menem of Argentina on August 20, 1991, NAID 428081839. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Telcon Files, NAID 321498139. File unit: [Memorandum of Telephone Conversations (Telcons) - May 1991-December 1991]: August 1991, NAID 325592661. Digital object: 1991-08-20--Menem.pdf, object ID 428081840, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-08-20--Menem.pdf. Access restriction: Unrestricted.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-08-20--Menem.pdf,https://catalog.archives.gov/id/428081839,,bush-library-428081839
685,85,Private record - context,"Evaluate for print or annotation, using nearby leads and public statements as surrounding context.",Declassified memcon/telcon,FRUS-style ready,,Monitor,26,Argentina,Argentina,1992-01-16,1992-01-16,Volume date range,Telcon,Memorandum of Telephone Conversation,"Telcon with President Carlos Saul Menem of Argentina on January 16, 1992",Full,,3,"Latin America; South America; Argentina; Bush Library Memcons and Telcons; Telcon",2,0,,,1,Presidential Telcon Files,"Presidential Telcon Files; [Memorandum of Telephone Conversations (Telcons) - January 1992-June 1992]: January 1992","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1992-June 1992]: January 1992. Declassified.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 1/16/1992; Type Telcon; Participants Menem, Carlos; Country Argentina; Release Status Full; NAID 428082119. Priority collection for volume compilation: Latin American Directorate Chronological Files, NAID 2197972, https://catalog.archives.gov/id/2197972. National Archives Catalog item: Telcon with President Carlos Saul Menem of Argentina on January 16, 1992, NAID 428082119. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Telcon Files, NAID 321498139. File unit: [Memorandum of Telephone Conversations (Telcons) - January 1992-June 1992]: January 1992, NAID 325592758. Digital object: 1992-01-16--Menem.pdf, object ID 428082120, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-01-16--Menem.pdf. Access restriction: Unrestricted.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-01-16--Menem.pdf,https://catalog.archives.gov/id/428082119,,bush-library-428082119
